season,player_id,team_id,player,canonical_classification,current_selected_source_layer,covered_before_safe_lock,safe_lock_source_supplied,safe_lock_value_valid,newly_resolved_by_safe_lock,selected_source_layer_after_safe_lock,covered_after_safe_lock,team_oreb_on,team_dreb_on,opponent_oreb_on,opponent_dreb_on,team_oreb_off,team_dreb_off,opponent_oreb_off,opponent_dreb_off,seconds_on,seconds_off,games_processed,safe_treb_on,safe_treb_off,safe_treb_swing_pp,safe_lock_segment_rows,locked_treb_on,locked_treb_off,locked_treb_swing_pp,safe_vs_locked_on_diff_pp,safe_vs_locked_off_diff_pp,safe_vs_locked_swing_diff_pp,safe_vs_locked_max_abs_diff_pp,material_numeric_conflict_gt_0_01pp
2019-20,1627759,1610612738,Jaylen Brown,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627761,1610612737,DeAndre' Bembry,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627763,1610612754,Malcolm Brogdon,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627767,1610612756,Cheick Diallo,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627774,1610612750,Jake Layman,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627775,1610612761,Patrick McCaw,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627777,1610612762,Georges Niang,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627780,1610612764,Gary Payton II,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,143.0,286.0,136.0,334.0,417.0,1232.0,430.0,1334.0,25900.0,101420.0,44.0,0.4771968854282536,0.48315265162613535,-0.595576619788174,1.0,0.4771968854282536,0.48315265162613535,-0.595576619788174,0.0,0.0,0.0,0.0,False
2019-20,1627783,1610612761,Pascal Siakam,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627784,1610612763,Jarrod Uthoff,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,9.0,8.0,3.0,4.0,83.0,259.0,84.0,204.0,825.0,16455.0,6.0,0.7083333333333334,0.5428571428571428,16.547619047619055,1.0,0.7083333333333334,0.5428571428571428,16.547619047619055,0.0,0.0,0.0,0.0,False
